regex_automata::dfa::dense::DFA	is_always_start_anchored	regex_automata::dfa::automaton::Automaton	fn is_always_start_anchored(&self) -> bool	
regex_automata::dfa::dense::DFA	is_dead_state	regex_automata::dfa::automaton::Automaton	fn is_dead_state(&self, id: StateID) -> bool	
regex_automata::dfa::dense::DFA	is_match_state	regex_automata::dfa::automaton::Automaton	fn is_match_state(&self, id: StateID) -> bool	
regex_automata::dfa::dense::DFA	is_quit_state	regex_automata::dfa::automaton::Automaton	fn is_quit_state(&self, id: StateID) -> bool	
regex_automata::dfa::dense::DFA	is_special_state	regex_automata::dfa::automaton::Automaton	fn is_special_state(&self, id: StateID) -> bool	
regex_automata::dfa::dense::DFA	is_start_state	regex_automata::dfa::automaton::Automaton	fn is_start_state(&self, id: StateID) -> bool	
regex_automata::dfa::dense::DFA	is_utf8	regex_automata::dfa::automaton::Automaton	fn is_utf8(&self) -> bool	
regex_automata::dfa::dense::DFA	match_len	regex_automata::dfa::automaton::Automaton	fn match_len(&self, id: StateID) -> usize	
regex_automata::dfa::dense::DFA	match_pattern	regex_automata::dfa::automaton::Automaton	fn match_pattern(&self, id: StateID, match_index: usize) -> PatternID	
regex_automata::dfa::dense::DFA	memory_usage	-	fn memory_usage(&self) -> usize	Returns the memory usage, in bytes, of this DFA.
regex_automata::dfa::dense::DFA	never_match	-	fn never_match() -> Result<DFA<alloc::vec::Vec<u32>>, BuildError>	Create a new DFA that never matches any input.
regex_automata::dfa::dense::DFA	new	-	fn new(pattern: &str) -> Result<DFA<alloc::vec::Vec<u32>>, BuildError>	Parse the given regular expression using a default configuration and return the corresponding DFA.
regex_automata::dfa::dense::DFA	new_many	-	fn new_many<P: AsRef<str>>(patterns: &[P]) -> Result<DFA<alloc::vec::Vec<u32>>, BuildError>	Parse the given regular expressions using a default configuration and return the corresponding multi-DFA.
regex_automata::dfa::dense::DFA	next_eoi_state	regex_automata::dfa::automaton::Automaton	fn next_eoi_state(&self, current: StateID) -> StateID	
regex_automata::dfa::dense::DFA	next_state	regex_automata::dfa::automaton::Automaton	fn next_state(&self, current: StateID, input: u8) -> StateID	
regex_automata::dfa::dense::DFA	next_state_unchecked	regex_automata::dfa::automaton::Automaton	unsafe fn next_state_unchecked(&self, current: StateID, byte: u8) -> StateID	
regex_automata::dfa::dense::DFA	pattern_len	regex_automata::dfa::automaton::Automaton	fn pattern_len(&self) -> usize	
regex_automata::dfa::dense::DFA	set_prefilter	-	fn set_prefilter(&mut self, prefilter: Option<Prefilter>)	Set or unset the prefilter attached to this DFA.
regex_automata::dfa::dense::DFA	start_kind	-	fn start_kind(&self) -> StartKind	Returns the starting state configuration for this DFA.
regex_automata::dfa::dense::DFA	start_state	regex_automata::dfa::automaton::Automaton	fn start_state(&self, config: &start::Config) -> Result<StateID, StartError>	
regex_automata::dfa::dense::DFA	starts_for_each_pattern	-	fn starts_for_each_pattern(&self) -> bool	Returns true only if this DFA has starting states for each pattern.
regex_automata::dfa::dense::DFA	stride	-	fn stride(&self) -> usize	Returns the total stride for every state in this DFA. This corresponds to the total number of transitions used by each state in this DFA's transition table.
regex_automata::dfa::dense::DFA	stride2	-	fn stride2(&self) -> usize	Returns the total stride for every state in this DFA, expressed as the exponent of a power of 2. The stride is the amount of space each state takes up in the transition table, expressed as a number of transitions. (Unused transitions map t…
regex_automata::dfa::dense::DFA	to_bytes_big_endian	-	fn to_bytes_big_endian(&self) -> (Vec<u8>, usize)	Serialize this DFA as raw bytes to a `Vec<u8>` in big endian format. Upon success, the `Vec<u8>` and the initial padding length are returned.
regex_automata::dfa::dense::DFA	to_bytes_little_endian	-	fn to_bytes_little_endian(&self) -> (Vec<u8>, usize)	Serialize this DFA as raw bytes to a `Vec<u8>` in little endian format. Upon success, the `Vec<u8>` and the initial padding length are returned.
regex_automata::dfa::dense::DFA	to_bytes_native_endian	-	fn to_bytes_native_endian(&self) -> (Vec<u8>, usize)	Serialize this DFA as raw bytes to a `Vec<u8>` in native endian format. Upon success, the `Vec<u8>` and the initial padding length are returned.
regex_automata::dfa::dense::DFA	to_owned	-	fn to_owned(&self) -> DFA<alloc::vec::Vec<u32>>	Return an owned version of this sparse DFA. Specifically, the DFA returned always uses `Vec<u32>` for its transition table.
regex_automata::dfa::dense::DFA	to_sparse	-	fn to_sparse(&self) -> Result<sparse::DFA<Vec<u8>>, BuildError>	Convert this dense DFA to a sparse DFA.
regex_automata::dfa::dense::DFA	universal_start_state	regex_automata::dfa::automaton::Automaton	fn universal_start_state(&self, mode: Anchored) -> Option<StateID>	
regex_automata::dfa::dense::DFA	write_to_big_endian	-	fn write_to_big_endian(&self, dst: &mut [u8]) -> Result<usize, SerializeError>	Serialize this DFA as raw bytes to the given slice, in big endian format. Upon success, the total number of bytes written to `dst` is returned.
regex_automata::dfa::dense::DFA	write_to_len	-	fn write_to_len(&self) -> usize	Return the total number of bytes required to serialize this DFA.
regex_automata::dfa::dense::DFA	write_to_little_endian	-	fn write_to_little_endian(&self, dst: &mut [u8]) -> Result<usize, SerializeError>	Serialize this DFA as raw bytes to the given slice, in little endian format. Upon success, the total number of bytes written to `dst` is returned.
regex_automata::dfa::dense::DFA	write_to_native_endian	-	fn write_to_native_endian(&self, dst: &mut [u8]) -> Result<usize, SerializeError>	Serialize this DFA as raw bytes to the given slice, in native endian format. Upon success, the total number of bytes written to `dst` is returned.
regex_automata::dfa::onepass::BuildError	clone	core::clone::Clone	fn clone(&self) -> BuildError	
regex_automata::dfa::onepass::BuildError	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::onepass::BuildError	fmt	core::fmt::Display	fn fmt(&self, f: &mut core::fmt::Formatter<'_>) -> core::fmt::Result	
regex_automata::dfa::onepass::BuildError	source	core::error::Error	fn source(&self) -> Option<&dyn std::error::Error + 'static>	
regex_automata::dfa::onepass::Builder	build	-	fn build(&self, pattern: &str) -> Result<DFA, BuildError>	Build a one-pass DFA from the given pattern.
regex_automata::dfa::onepass::Builder	build_from_nfa	-	fn build_from_nfa(&self, nfa: NFA) -> Result<DFA, BuildError>	Build a DFA from the given NFA.
regex_automata::dfa::onepass::Builder	build_many	-	fn build_many<P: AsRef<str>>(&self, patterns: &[P]) -> Result<DFA, BuildError>	Build a one-pass DFA from the given patterns.
regex_automata::dfa::onepass::Builder	clone	core::clone::Clone	fn clone(&self) -> Builder	
regex_automata::dfa::onepass::Builder	configure	-	fn configure(&mut self, config: Config) -> &mut Builder	Apply the given one-pass DFA configuration options to this builder.
regex_automata::dfa::onepass::Builder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::onepass::Builder	new	-	fn new() -> Builder	Create a new one-pass DFA builder with the default configuration.
regex_automata::dfa::onepass::Builder	syntax	-	fn syntax(&mut self, config: util::syntax::Config) -> &mut Builder	Set the syntax configuration for this builder using [`syntax::Config`](crate::util::syntax::Config).
regex_automata::dfa::onepass::Builder	thompson	-	fn thompson(&mut self, config: thompson::Config) -> &mut Builder	Set the Thompson NFA configuration for this builder using [`nfa::thompson::Config`](crate::nfa::thompson::Config).
regex_automata::dfa::onepass::Cache	clone	core::clone::Clone	fn clone(&self) -> Cache	
regex_automata::dfa::onepass::Cache	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::onepass::Cache	memory_usage	-	fn memory_usage(&self) -> usize	Returns the heap memory usage, in bytes, of this cache.
regex_automata::dfa::onepass::Cache	new	-	fn new(re: &DFA) -> Cache	Create a new [`onepass::DFA`](DFA) cache.
regex_automata::dfa::onepass::Cache	reset	-	fn reset(&mut self, re: &DFA)	Reset this cache such that it can be used for searching with a different [`onepass::DFA`](DFA).
regex_automata::dfa::onepass::Config	byte_classes	-	fn byte_classes(self, yes: bool) -> Config	Whether to attempt to shrink the size of the DFA's alphabet or not.
regex_automata::dfa::onepass::Config	clone	core::clone::Clone	fn clone(&self) -> Config	
regex_automata::dfa::onepass::Config	default	core::default::Default	fn default() -> Config	
regex_automata::dfa::onepass::Config	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::onepass::Config	get_byte_classes	-	fn get_byte_classes(&self) -> bool	Returns whether this configuration has enabled byte classes or not. This is typically a debugging oriented option, as disabling it confers no speed benefit.
regex_automata::dfa::onepass::Config	get_match_kind	-	fn get_match_kind(&self) -> MatchKind	Returns the match semantics set in this configuration.
regex_automata::dfa::onepass::Config	get_size_limit	-	fn get_size_limit(&self) -> Option<usize>	Returns the DFA size limit of this configuration if one was set. The size limit is total number of bytes on the heap that a DFA is permitted to use. If the DFA exceeds this limit during construction, then construction is stopped and an err…
regex_automata::dfa::onepass::Config	get_starts_for_each_pattern	-	fn get_starts_for_each_pattern(&self) -> bool	Returns whether this configuration has enabled anchored starting states for every pattern in the DFA.
regex_automata::dfa::onepass::Config	match_kind	-	fn match_kind(self, kind: MatchKind) -> Config	Set the desired match semantics.
regex_automata::dfa::onepass::Config	new	-	fn new() -> Config	Return a new default one-pass DFA configuration.
regex_automata::dfa::onepass::Config	size_limit	-	fn size_limit(self, limit: Option<usize>) -> Config	Set a size limit on the total heap used by a one-pass DFA.
regex_automata::dfa::onepass::Config	starts_for_each_pattern	-	fn starts_for_each_pattern(self, yes: bool) -> Config	Whether to compile a separate start state for each pattern in the one-pass DFA.
regex_automata::dfa::onepass::DFA	alphabet_len	-	fn alphabet_len(&self) -> usize	Returns the total number of elements in the alphabet for this DFA.
regex_automata::dfa::onepass::DFA	always_match	-	fn always_match() -> Result<DFA, BuildError>	Create a new one-pass DFA that matches every input.
regex_automata::dfa::onepass::DFA	builder	-	fn builder() -> Builder	Return a builder for configuring the construction of a DFA.
regex_automata::dfa::onepass::DFA	captures	-	fn captures<'h, I: Into<Input<'h>>>(&self, cache: &mut Cache, input: I, caps: &mut Captures)	Executes an anchored leftmost forward search and writes the spans of capturing groups that participated in a match into the provided [`Captures`] value. If no match was found, then [`Captures::is_match`] is guaranteed to return `false`.
regex_automata::dfa::onepass::DFA	clone	core::clone::Clone	fn clone(&self) -> DFA	
regex_automata::dfa::onepass::DFA	config	-	fn config() -> Config	Return a default configuration for a DFA.
regex_automata::dfa::onepass::DFA	create_cache	-	fn create_cache(&self) -> Cache	Create a new cache for this DFA.
regex_automata::dfa::onepass::DFA	create_captures	-	fn create_captures(&self) -> Captures	Create a new empty set of capturing groups that is guaranteed to be valid for the search APIs on this DFA.
regex_automata::dfa::onepass::DFA	find	-	fn find<'h, I: Into<Input<'h>>>(&self, cache: &mut Cache, input: I) -> Option<Match>	Executes an anchored leftmost forward search, and returns a `Match` if and only if this one-pass DFA matches the given haystack.
regex_automata::dfa::onepass::DFA	fmt	core::fmt::Debug	fn fmt(&self, f: &mut core::fmt::Formatter<'_>) -> core::fmt::Result	
regex_automata::dfa::onepass::DFA	get_config	-	fn get_config(&self) -> &Config	Return the config for this one-pass DFA.
regex_automata::dfa::onepass::DFA	get_nfa	-	fn get_nfa(&self) -> &NFA	Returns a reference to the underlying NFA.
regex_automata::dfa::onepass::DFA	is_match	-	fn is_match<'h, I: Into<Input<'h>>>(&self, cache: &mut Cache, input: I) -> bool	Executes an anchored leftmost forward search, and returns true if and only if this one-pass DFA matches the given haystack.
regex_automata::dfa::onepass::DFA	memory_usage	-	fn memory_usage(&self) -> usize	Returns the memory usage, in bytes, of this DFA.
regex_automata::dfa::onepass::DFA	never_match	-	fn never_match() -> Result<DFA, BuildError>	Create a new one-pass DFA that never matches any input.
regex_automata::dfa::onepass::DFA	new	-	fn new(pattern: &str) -> Result<DFA, BuildError>	Parse the given regular expression using the default configuration and return the corresponding one-pass DFA.
regex_automata::dfa::onepass::DFA	new_from_nfa	-	fn new_from_nfa(nfa: NFA) -> Result<DFA, BuildError>	Like `new`, but builds a one-pass DFA directly from an NFA. This is useful if you already have an NFA, or even if you hand-assembled the NFA.
regex_automata::dfa::onepass::DFA	new_many	-	fn new_many<P: AsRef<str>>(patterns: &[P]) -> Result<DFA, BuildError>	Like `new`, but parses multiple patterns into a single "multi regex." This similarly uses the default regex configuration.
regex_automata::dfa::onepass::DFA	pattern_len	-	fn pattern_len(&self) -> usize	Returns the total number of patterns compiled into this DFA.
regex_automata::dfa::onepass::DFA	reset_cache	-	fn reset_cache(&self, cache: &mut Cache)	Reset the given cache such that it can be used for searching with the this DFA (and only this DFA).
regex_automata::dfa::onepass::DFA	state_len	-	fn state_len(&self) -> usize	Returns the total number of states in this one-pass DFA.
regex_automata::dfa::onepass::DFA	stride	-	fn stride(&self) -> usize	Returns the total stride for every state in this DFA. This corresponds to the total number of transitions used by each state in this DFA's transition table.
regex_automata::dfa::onepass::DFA	stride2	-	fn stride2(&self) -> usize	Returns the total stride for every state in this DFA, expressed as the exponent of a power of 2. The stride is the amount of space each state takes up in the transition table, expressed as a number of transitions. (Unused transitions map t…
regex_automata::dfa::onepass::DFA	try_search	-	fn try_search(&self, cache: &mut Cache, input: &Input<'_>, caps: &mut Captures) -> Result<(), MatchError>	Executes an anchored leftmost forward search and writes the spans of capturing groups that participated in a match into the provided [`Captures`] value. If no match was found, then [`Captures::is_match`] is guaranteed to return `false`.
regex_automata::dfa::onepass::DFA	try_search_slots	-	fn try_search_slots(&self, cache: &mut Cache, input: &Input<'_>, slots: &mut [Option<NonMaxUsize>]) -> Result<Option<PatternID>, MatchError>	Executes an anchored leftmost forward search and writes the spans of capturing groups that participated in a match into the provided `slots`, and returns the matching pattern ID. The contents of the slots for patterns other than the matchi…
regex_automata::dfa::regex::Builder	build	-	fn build(&self, pattern: &str) -> Result<Regex, BuildError>	Build a regex from the given pattern.
regex_automata::dfa::regex::Builder	build_from_dfas	-	fn build_from_dfas<A: Automaton>(&self, forward: A, reverse: A) -> Regex<A>	Build a regex from its component forward and reverse DFAs.
regex_automata::dfa::regex::Builder	build_many	-	fn build_many<P: AsRef<str>>(&self, patterns: &[P]) -> Result<Regex, BuildError>	Build a regex from the given patterns.
regex_automata::dfa::regex::Builder	build_many_sparse	-	fn build_many_sparse<P: AsRef<str>>(&self, patterns: &[P]) -> Result<Regex<sparse::DFA<Vec<u8>>>, BuildError>	Build a sparse regex from the given patterns.
regex_automata::dfa::regex::Builder	build_sparse	-	fn build_sparse(&self, pattern: &str) -> Result<Regex<sparse::DFA<Vec<u8>>>, BuildError>	Build a regex from the given pattern using sparse DFAs.
regex_automata::dfa::regex::Builder	clone	core::clone::Clone	fn clone(&self) -> Builder	
regex_automata::dfa::regex::Builder	default	core::default::Default	fn default() -> Builder	
regex_automata::dfa::regex::Builder	dense	-	fn dense(&mut self, config: dense::Config) -> &mut Builder	Set the dense DFA compilation configuration for this builder using [`dense::Config`].
regex_automata::dfa::regex::Builder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::regex::Builder	new	-	fn new() -> Builder	Create a new regex builder with the default configuration.
regex_automata::dfa::regex::Builder	syntax	-	fn syntax(&mut self, config: util::syntax::Config) -> &mut Builder	Set the syntax configuration for this builder using [`syntax::Config`](crate::util::syntax::Config).
regex_automata::dfa::regex::Builder	thompson	-	fn thompson(&mut self, config: nfa::thompson::Config) -> &mut Builder	Set the Thompson NFA configuration for this builder using [`nfa::thompson::Config`](crate::nfa::thompson::Config).
regex_automata::dfa::regex::FindMatches	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::regex::FindMatches	next	core::iter::traits::iterator::Iterator	fn next(&mut self) -> Option<Match>	
regex_automata::dfa::regex::Regex	builder	-	fn builder() -> Builder	Return a builder for configuring the construction of a `Regex`.
regex_automata::dfa::regex::Regex	clone	core::clone::Clone	fn clone(&self) -> Regex<A>	
regex_automata::dfa::regex::Regex	find	-	fn find<'h, I: Into<Input<'h>>>(&self, input: I) -> Option<Match>	Returns the start and end offset of the leftmost match. If no match exists, then `None` is returned.
regex_automata::dfa::regex::Regex	find_iter	-	fn find_iter<'r, 'h, I: Into<Input<'h>>>(&'r self, input: I) -> FindMatches<'r, 'h, A>	Returns an iterator over all non-overlapping leftmost matches in the given bytes. If no match exists, then the iterator yields no elements.
regex_automata::dfa::regex::Regex	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::regex::Regex	forward	-	fn forward(&self) -> &A	Return the underlying DFA responsible for forward matching.
regex_automata::dfa::regex::Regex	is_match	-	fn is_match<'h, I: Into<Input<'h>>>(&self, input: I) -> bool	Returns true if and only if this regex matches the given haystack.
regex_automata::dfa::regex::Regex	new	-	fn new(pattern: &str) -> Result<Regex, BuildError>	Parse the given regular expression using the default configuration and return the corresponding regex.
regex_automata::dfa::regex::Regex	new_many	-	fn new_many<P: AsRef<str>>(patterns: &[P]) -> Result<Regex, BuildError>	Like `new`, but parses multiple patterns into a single "regex set." This similarly uses the default regex configuration.
regex_automata::dfa::regex::Regex	new_many_sparse	-	fn new_many_sparse<P: AsRef<str>>(patterns: &[P]) -> Result<Regex<sparse::DFA<Vec<u8>>>, BuildError>	Like `new`, but parses multiple patterns into a single "regex set" using sparse DFAs. This otherwise similarly uses the default regex configuration.
regex_automata::dfa::regex::Regex	new_sparse	-	fn new_sparse(pattern: &str) -> Result<Regex<sparse::DFA<Vec<u8>>>, BuildError>	Parse the given regular expression using the default configuration, except using sparse DFAs, and return the corresponding regex.
regex_automata::dfa::regex::Regex	pattern_len	-	fn pattern_len(&self) -> usize	Returns the total number of patterns matched by this regex.
regex_automata::dfa::regex::Regex	reverse	-	fn reverse(&self) -> &A	Return the underlying DFA responsible for reverse matching.
regex_automata::dfa::regex::Regex	try_search	-	fn try_search(&self, input: &Input<'_>) -> Result<Option<Match>, MatchError>	Returns the start and end offset of the leftmost match. If no match exists, then `None` is returned.
regex_automata::dfa::sparse::DFA	accelerator	regex_automata::dfa::automaton::Automaton	fn accelerator(&self, id: StateID) -> &[u8]	
regex_automata::dfa::sparse::DFA	always_match	-	fn always_match() -> Result<DFA<Vec<u8>>, BuildError>	Create a new DFA that matches every input.
regex_automata::dfa::sparse::DFA	as_ref	-	fn as_ref<'a>(&'a self) -> DFA<&'a [u8]>	Cheaply return a borrowed version of this sparse DFA. Specifically, the DFA returned always uses `&[u8]` for its transitions.
regex_automata::dfa::sparse::DFA	byte_classes	-	fn byte_classes(&self) -> &ByteClasses	Returns the equivalence classes that make up the alphabet for this DFA.
regex_automata::dfa::sparse::DFA	clone	core::clone::Clone	fn clone(&self) -> DFA<T>	
regex_automata::dfa::sparse::DFA	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::dfa::sparse::DFA	from_bytes	-	fn from_bytes(slice: &'a [u8]) -> Result<(DFA<&'a [u8]>, usize), DeserializeError>	Safely deserialize a sparse DFA with a specific state identifier representation. Upon success, this returns both the deserialized DFA and the number of bytes read from the given slice. Namely, the contents of the slice beyond the DFA are n…
regex_automata::dfa::sparse::DFA	from_bytes_unchecked	-	unsafe fn from_bytes_unchecked(slice: &'a [u8]) -> Result<(DFA<&'a [u8]>, usize), DeserializeError>	Deserialize a DFA with a specific state identifier representation in constant time by omitting the verification of the validity of the sparse transitions.
regex_automata::dfa::sparse::DFA	get_prefilter	regex_automata::dfa::automaton::Automaton	fn get_prefilter(&self) -> Option<&Prefilter>	
regex_automata::dfa::sparse::DFA	has_empty	regex_automata::dfa::automaton::Automaton	fn has_empty(&self) -> bool	
regex_automata::dfa::sparse::DFA	is_accel_state	regex_automata::dfa::automaton::Automaton	fn is_accel_state(&self, id: StateID) -> bool	
regex_automata::dfa::sparse::DFA	is_always_start_anchored	regex_automata::dfa::automaton::Automaton	fn is_always_start_anchored(&self) -> bool	
regex_automata::dfa::sparse::DFA	is_dead_state	regex_automata::dfa::automaton::Automaton	fn is_dead_state(&self, id: StateID) -> bool	
regex_automata::dfa::sparse::DFA	is_match_state	regex_automata::dfa::automaton::Automaton	fn is_match_state(&self, id: StateID) -> bool	
regex_automata::dfa::sparse::DFA	is_quit_state	regex_automata::dfa::automaton::Automaton	fn is_quit_state(&self, id: StateID) -> bool	
regex_automata::dfa::sparse::DFA	is_special_state	regex_automata::dfa::automaton::Automaton	fn is_special_state(&self, id: StateID) -> bool	
regex_automata::dfa::sparse::DFA	is_start_state	regex_automata::dfa::automaton::Automaton	fn is_start_state(&self, id: StateID) -> bool	
regex_automata::dfa::sparse::DFA	is_utf8	regex_automata::dfa::automaton::Automaton	fn is_utf8(&self) -> bool	
regex_automata::dfa::sparse::DFA	match_len	regex_automata::dfa::automaton::Automaton	fn match_len(&self, id: StateID) -> usize	
regex_automata::dfa::sparse::DFA	match_pattern	regex_automata::dfa::automaton::Automaton	fn match_pattern(&self, id: StateID, match_index: usize) -> PatternID	
regex_automata::dfa::sparse::DFA	memory_usage	-	fn memory_usage(&self) -> usize	Returns the memory usage, in bytes, of this DFA.
regex_automata::dfa::sparse::DFA	never_match	-	fn never_match() -> Result<DFA<Vec<u8>>, BuildError>	Create a new sparse DFA that never matches any input.
regex_automata::dfa::sparse::DFA	new	-	fn new(pattern: &str) -> Result<DFA<Vec<u8>>, BuildError>	Parse the given regular expression using a default configuration and return the corresponding sparse DFA.
regex_automata::dfa::sparse::DFA	new_many	-	fn new_many<P: AsRef<str>>(patterns: &[P]) -> Result<DFA<Vec<u8>>, BuildError>	Parse the given regular expressions using a default configuration and return the corresponding multi-DFA.
regex_automata::dfa::sparse::DFA	next_eoi_state	regex_automata::dfa::automaton::Automaton	fn next_eoi_state(&self, current: StateID) -> StateID	
regex_automata::dfa::sparse::DFA	next_state	regex_automata::dfa::automaton::Automaton	fn next_state(&self, current: StateID, input: u8) -> StateID	
regex_automata::dfa::sparse::DFA	next_state_unchecked	regex_automata::dfa::automaton::Automaton	unsafe fn next_state_unchecked(&self, current: StateID, input: u8) -> StateID	
regex_automata::dfa::sparse::DFA	pattern_len	regex_automata::dfa::automaton::Automaton	fn pattern_len(&self) -> usize	
regex_automata::dfa::sparse::DFA	set_prefilter	-	fn set_prefilter(&mut self, prefilter: Option<Prefilter>)	Set or unset the prefilter attached to this DFA.
regex_automata::dfa::sparse::DFA	start_kind	-	fn start_kind(&self) -> StartKind	Returns the starting state configuration for this DFA.
regex_automata::dfa::sparse::DFA	start_state	regex_automata::dfa::automaton::Automaton	fn start_state(&self, config: &start::Config) -> Result<StateID, StartError>	
regex_automata::dfa::sparse::DFA	starts_for_each_pattern	-	fn starts_for_each_pattern(&self) -> bool	Returns true only if this DFA has starting states for each pattern.
regex_automata::dfa::sparse::DFA	to_bytes_big_endian	-	fn to_bytes_big_endian(&self) -> Vec<u8>	Serialize this DFA as raw bytes to a `Vec<u8>` in big endian format.
regex_automata::dfa::sparse::DFA	to_bytes_little_endian	-	fn to_bytes_little_endian(&self) -> Vec<u8>	Serialize this DFA as raw bytes to a `Vec<u8>` in little endian format.
regex_automata::dfa::sparse::DFA	to_bytes_native_endian	-	fn to_bytes_native_endian(&self) -> Vec<u8>	Serialize this DFA as raw bytes to a `Vec<u8>` in native endian format.
regex_automata::dfa::sparse::DFA	to_owned	-	fn to_owned(&self) -> DFA<alloc::vec::Vec<u8>>	Return an owned version of this sparse DFA. Specifically, the DFA returned always uses `Vec<u8>` for its transitions.
regex_automata::dfa::sparse::DFA	universal_start_state	regex_automata::dfa::automaton::Automaton	fn universal_start_state(&self, mode: Anchored) -> Option<StateID>	
regex_automata::dfa::sparse::DFA	write_to_big_endian	-	fn write_to_big_endian(&self, dst: &mut [u8]) -> Result<usize, SerializeError>	Serialize this DFA as raw bytes to the given slice, in big endian format. Upon success, the total number of bytes written to `dst` is returned.
regex_automata::dfa::sparse::DFA	write_to_len	-	fn write_to_len(&self) -> usize	Return the total number of bytes required to serialize this DFA.
regex_automata::dfa::sparse::DFA	write_to_little_endian	-	fn write_to_little_endian(&self, dst: &mut [u8]) -> Result<usize, SerializeError>	Serialize this DFA as raw bytes to the given slice, in little endian format. Upon success, the total number of bytes written to `dst` is returned.
regex_automata::dfa::sparse::DFA	write_to_native_endian	-	fn write_to_native_endian(&self, dst: &mut [u8]) -> Result<usize, SerializeError>	Serialize this DFA as raw bytes to the given slice, in native endian format. Upon success, the total number of bytes written to `dst` is returned.
regex_automata::dfa::start::StartKind	clone	core::clone::Clone	fn clone(&self) -> StartKind	
regex_automata::dfa::start::StartKind	eq	core::cmp::PartialEq	fn eq(&self, other: &StartKind) -> bool	
regex_automata::dfa::start::StartKind	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::hybrid::dfa::Builder	build	-	fn build(&self, pattern: &str) -> Result<DFA, BuildError>	Build a lazy DFA from the given pattern.
regex_automata::hybrid::dfa::Builder	build_from_nfa	-	fn build_from_nfa(&self, nfa: thompson::NFA) -> Result<DFA, BuildError>	Build a DFA from the given NFA.
regex_automata::hybrid::dfa::Builder	build_many	-	fn build_many<P: AsRef<str>>(&self, patterns: &[P]) -> Result<DFA, BuildError>	Build a lazy DFA from the given patterns.
regex_automata::hybrid::dfa::Builder	clone	core::clone::Clone	fn clone(&self) -> Builder	
regex_automata::hybrid::dfa::Builder	configure	-	fn configure(&mut self, config: Config) -> &mut Builder	Apply the given lazy DFA configuration options to this builder.
regex_automata::hybrid::dfa::Builder	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::hybrid::dfa::Builder	new	-	fn new() -> Builder	Create a new lazy DFA builder with the default configuration.
regex_automata::hybrid::dfa::Builder	syntax	-	fn syntax(&mut self, config: util::syntax::Config) -> &mut Builder	Set the syntax configuration for this builder using [`syntax::Config`](crate::util::syntax::Config).
regex_automata::hybrid::dfa::Builder	thompson	-	fn thompson(&mut self, config: thompson::Config) -> &mut Builder	Set the Thompson NFA configuration for this builder using [`nfa::thompson::Config`](crate::nfa::thompson::Config).
regex_automata::hybrid::dfa::Cache	clear_count	-	fn clear_count(&self) -> usize	Returns the total number of times this cache has been cleared since it was either created or last reset.
regex_automata::hybrid::dfa::Cache	clone	core::clone::Clone	fn clone(&self) -> Cache	
regex_automata::hybrid::dfa::Cache	fmt	core::fmt::Debug	fn fmt(&self, f: &mut fmt::Formatter<'_>) -> fmt::Result	
regex_automata::hybrid::dfa::Cache	memory_usage	-	fn memory_usage(&self) -> usize	Returns the heap memory usage, in bytes, of this cache.
regex_automata::hybrid::dfa::Cache	new	-	fn new(dfa: &DFA) -> Cache	Create a new cache for the given lazy DFA.
regex_automata::hybrid::dfa::Cache	reset	-	fn reset(&mut self, dfa: &DFA)	Reset this cache such that it can be used for searching with the given lazy DFA (and only that DFA).
regex_automata::hybrid::dfa::Cache	search_finish	-	fn search_finish(&mut self, at: usize)	Indicates that a search has finished at the given position.
regex_automata::hybrid::dfa::Cache	search_start	-	fn search_start(&mut self, at: usize)	Initializes a new search starting at the given position.
regex_automata::hybrid::dfa::Cache	search_total_len	-	fn search_total_len(&self) -> usize	Returns the total number of bytes that have been searched since this cache was last cleared.
regex_automata::hybrid::dfa::Cache	search_update	-	fn search_update(&mut self, at: usize)	Updates the current search to indicate that it has search to the current position.
regex_automata::hybrid::dfa::Config	byte_classes	-	fn byte_classes(self, yes: bool) -> Config	Whether to attempt to shrink the size of the lazy DFA's alphabet or not.
regex_automata::hybrid::dfa::Config	cache_capacity	-	fn cache_capacity(self, bytes: usize) -> Config	Sets the maximum amount of heap memory, in bytes, to allocate to the cache for use during a lazy DFA search. If the lazy DFA would otherwise use more heap memory, then, depending on other configuration knobs, either stop the search and ret…
